Character name,"Character race (human, orc, halfling, etc)","Character class (wizard, bard, cleric, etc)"
Darby of Mistmantle,human,druid
Aerin,Human,Paladin
Grabbie Nabbins,human,thief
Andry,Halfling ,Bard
Yllaralei,elf,barbarian monk
Billy Ray Cyclops,Tiefling,Warlock
Adram Ironguard,Dwarf ,Fighter
Kromthrun,dragonborn,monk
Teagan Carnago,tiefling,rogue
Mervin the Scholar,Gnome,Warlock 
Neils Nigel ObsidianSnow,Human,"Cleric, shadowdancer"
Geoff Dickerson,Elf,Bard
Targore,Minotaur,Paladin
Tricky Kaz,Tanuki,Rogue
Rosiv Istas,Khymer,Sorcerer
Petaurito,halfling,monk
Olon,Dwarf,Merchant
Lamulana of the House of Drow,Elf,Bard
Cimon,Half elf,Bard
Silas Pharamond,Human,Rogue
Faelan Duskwalker,Elf,Scout
Scribbler,Kenku,Cleric
Ao,Orc,Barbarian
Maia,Human,Monk
Gomphus Greengills,Gnome,Druid
Gorm Axemate,Goblin,Barbarian
Twig Splintering Errant Moonbeams,Tabaxi,Fighter
Suk'mah Ironshaft,Dwarf,Barbarian
Brilliant Cloud,Tabaxi,Sorcerer
Charles Malevolence,Tiefling,Bard/Warlock
Lyn Hawthorn,Human,Rogue
Fiametta “ Bailywick” Flickerfizzle,Gnome,Wizard
The Magnificent Baco,Human,Wizard
Julius Bonchev,Shifter,Warlord
Grigori Gonzales,Human,Wizard
Shyla Wedbush,Human,Fighter
Amber Redmara,Dwarf,Cleric
Chuck Fist,Human,Monk
Exnor Knott,Dwarf,Warrior
Nixys,Elf,Warlock
Rexno Knott,Dwarf,Warrior
Earnhardt Poindexter,Human,Warrior
Latimer Saltares,Human,Wizard
Zolotoye Tserdtse,Genasi,Chaos Sorceror
Renz Pflanzenkenner,Human,Rogue
Shale,Goliath,Druid
Talisa,Half-Elf,Wizard
Kilmar,Hobgoblin,Wizard
Agrippa,Grippli,Ranger
Cordelia Esterwind,Human,Bard
Deathwind Hellseeker,Tiefling,Bard
Lenna Mulloy,Gnome,Witch
Nikolas,Tortle,Alchemist
Abre Egros Vujita,Human,Sorcerer
Hachitaka,Aarakockra,fighter
Revek Drake,Human,Warlock
Keeleel,Aarakocra,Rogue (Arcane Trickster)
Baron Amaurea,Drow,Druid
Kiu Hankai,Samsaran,Oracle
Raging Sky,Roegadyn,Arcanist
"Taako, from TV",Elf,Wizard
Bree Goodbarrell,halfling,cleric
Jeffrey Hands,Human,Fighter
Rolf Range-Rover,human,ranger
Roldurn D'Aires,Human,Artificer
Hyorgl,Goblin,rogue
Morgran Ironheart,Dwarf,Barbarian
Ivy,human,rogue
Phaella,tiefling,warlock
Kaldaea,half-elf,wizard
Reyzana,half-elf,druid
Corvus,Human,Rogue
Mizukume Jougasaki,Human,Cleric
Mika,Half elf,Favored soul
Dex Dark,Changeling,Rogue
Dasen Naytis,Human,Ranger
Pennie “Pen” Pepperring,Halfling,Wizard
Lick,Half-elf,Rogue
Forsythia,Bugbear,Hexblade
Reminiscence by Lamplight,Human,Cleric
Gesh,Dragonborn,Bard
Deanus,Human,Rogue
Jonas Blackwyr,Human,Cleric
Alexei Timurovich,Human,Druid
Jerald the Wizard,Gnome,"""Wizard"""
Myra,Human,Rogue
Guthric Boozehammer,Dwarf,Cleric
Leona,tiefling,barbarian
Corrin Fairweather,Elf,Wizard
Voltaire,Dragonborn,Sorcerer
Rowan Kinloric,Tiefling,Sorcerer
Ri,dragonborn,fighter
Rojo Longspear,Half Elf,Barbarian
Terry Bull,half-elf,rogue
Birdie,half-giant,bard
Nivo,gnome,ranger
Jazna Grenson,orc,wizard
Emerick Grimm,Half-elf,Rogue
Calder St. John,Human,Ranger
Harper Ward,Half-elf,Fighter
Eurlo,halfling,bard
Thelonious Hallshod Hoofshire,Satyr,Druid
Roxanne Murch,Human,Swashbuckler
Carmen Xorhun,Human,Paladin
Reddy Ivyapple,Halfing,Bard
Iramys Dovetale,Human,Bard
Auryn Blackwood,Aasimar,Sorcerer
Reina,Wood elf,Druid (feral)
Norai Aelodax,Human,Paladin
Kefira,Human,Cleric
Warner Gerhardt,Aasimar ,Paladin
Dilvish,Lich,Warlock
Crab,Half-Orc,Paladin
Cat Collins,Human,Rogue
Graham Wishaw,Dragonborn,Wizard
Warner Gerhardt,Aasimar ,Paladin
Seraphina Patience Ellsworth-Whitmore,Scourge Aasimar,Paladin
Flannery Ulyssa Cheswick-Kensington,Human,Champion
Seek the Stars,tabaxi,monk
Urshmek,half-orc,ranger
Nerin Andirgor,half-elf,barbarian
Integrity,Tiefling,fighter
Honour,human,paladin
Garland,wood elf,warlock
N'Veer,dragonborn,bard
Kriv Norixus,dragonborn,cleric
Aesir Mostana,aasimar,paladin
Madame Irene Lupin Flambeau,Human,Artificer (Gunsmith)
Joos Greenbottle,halfling,rogue
Andry Tealeaf,halfling,rogue
Tsuki Hikari,human,warlock
Arri Ariachne,wood elf,fighter
Celestial Dragonbane,human,fighter
Gildor Inglorien,Half-Elf,Ranger
Tathlyn,Tiefling,Ranger
"Amos ""Darkness"" Goldhand",Tiefling,Warlock
Meats,Human,Drunken Master Monk
Tobald Hornblower,Halfling,Bard
Sir Flinny Vargas Muckbuckle de Palicka,Gnome,Fighter
Tyari Fleetfoot,elf,ranger
Coronado de Cava,Human,Rogue
Jack Knives,Human,Fighter/Rogue
Trikeh,Aarakocra,Bard
Dragomir,Dwarf,Bard
Orson Hague,Human,Fighter/Bard
Vicky,Human,Rogue/Sorceress
Savage Fuck Snake Extreme,Snake Demon,Sexy Bard
Tadge the Nadge,Human?,Wanna-be pirate
Xochar Rennum,Hill Dwarf,Ranger (Gloom Stalker)
Twatty Handbag,Human,Fighter
Tiffany Teaspoon,Human,Inventor
"Dantoon, The Accuser",Human,Wizard
Dragon-Beary Scarpel,Dragon,Villain
Titus Scarpia,Human,Alchemist
Magik Mike XXL,Goliath,Wizard
Norman Churex,Human,Rogue (Inquisitive)
Stryx,Half-elf,Ranger
Beodred,Human,Cleric
Delga Fireforge,dwarf,ranger
Ivan Mann,human,fighter
Dainslaif,Human,Cleric
Freesia,human,fighter
Marcius,high elf,fighter
Rhogar,dragonborn,barbarian
Har Varis,dragonborn,bard
Subadar Calex,Human,Wizard
Trovenni,Tiefling,Gunslinger
Ruprecht,Human,Paladin
Khalo,Tiefling ,Rogue
Rick,Human,Ranger
Pollock,Tiefling ,Vigilante
Erik,Tiefling,Warlock
Shrek,Ogre,Bard
"Otto, The Rat",Human,Fighter/Rogue
Talice,Drow,Rogue
Eric,human,cleric
Mefiligon Batherd,Human,Bard
Kellander,human,barbarian
Delirhia,Tiefling,Eldritch Knight
Ariel,human,paladin
Trill,Crooked One,Paladin
Otomatone Bear,half elf,bard
Isser,Half Elf,Monk
Solomon,human,wizard
Martyn Lao,Half elf / half fey,Warlock
Oubliette,elf,rogue
Rene,human,necromancer
Orel Evenwood,Kenku,Ranger
Art Rieta,Teifling,Bard
"Zerrek, Peacekeeper of Otopo",Kenku,Fighter
Isra,Tiefling,Rouge/sorcerer
Ragnvaldr,Hobgoblin,Barbarian
Six-Finger Gaston,Human,Rogue
Darius Russdale,Human,Sorcerer
Tsakwaran,Lizardfolk,Sorcerer
Corly Blackheart,Halfling,Necromancer
Thukk Gaven,Half-Orc,Fighter
Hector The Goat,Gnome,Sorcerer
Myn Phogdan,Half-Elf,Rogue
Leaf,Tabaxi,Monk
Ra Dalvo,Aasimar,Shaman
Kava,Dragonborn,Fighter
Daar,Dragonborn,Paladin
Gnate Wifflebat,Gnome,Wizard
Blurp,Gully Dwarf,Paladin
Threx,Witchblade,Assassin
Murgo the Magnificent ,Halfling,Wizard
Xandor Undoviel,Elf,Ranger
Terra Hollowood,Merfolk,Barbarian 
Siire,wood elf,paladin
Merrick Greenbottle,halfling,druid
Sylvia Kulenov,human,wizard
Reese Whatsitsname,Human,Ranger
Ciaphas Morningson,Tiefling,Warlock-Cleric
Dorado Delazar,human,wizard
Doranka ,dragonborn,paladin
Don Urgadurk,Half-orc,Cleric
Walker Teflo,Wood elf,Monk
Rehb the Eternal,Deva,Invoker
Irena Andruskin,Tiefling,Cleric
Nazlith Serendair,Tiefling,Warlord
Varian Felstep,Human,Bard
Deslan Pargeon,Human,Paladin
Aeth,Tiefling,Paladin
Steph,Tiefling,Wizard
Vira,Tiefling,Rogue
Ress,human,shadowcaster/wizard
Nagnan,gnoll,hexblade
Alucaryn,Half-elf,Bard
Willa Wellbleat,Halfling,Druid
Mipmip,Kobold,Cleric
Moldy Molly,zombie,flesh-shaper druid
Khydann Wanderer,tauren,hunter
Varyik,kobold,warrior
Griftlok,Dwarf,Fighter
Rathus,Tiefling,Rogue
Miskan,tauren,druid
Harper,Human,Fighter
Narja,khajiit,rogue sniper
Trashwolf,worgen,rogue
Damakos Al-Koshek,tiefling ,bard
Arjhan Yarjerit,Dragonborn,Barbarian
Adlynn,Firbolg,Druid
Brangien Bouldertamm,Dwarf,Paladin
Aubrie Nightpond,Elf,Sorcerer
Frandergaarde Holliebunker,Halfling,Rogue Arcane Trickster
Grackle,Kenku,Shadow Monk
Aur,Aaracokra,Sorcerer
Haldine Tecomaria,Human,Cleric
Amon,Tiefling,Rogue
Roscoe Willowroot,Halfling,Ranger
Haluk Burakgazi,Human,Valor Bard
Jade,Tabaxi,Rogue
Gireau Allemande,Human,Warmage
Tarafear ,Half-elf, Bard
Aang,Air Genasi,Monk
Talon,Half-orc,Druid
Kasamir Morov,Half Vampire,Monk
Rincewind,Gnome,Wizard
Korigen Boggett,Human,Battlemaster Fighter (archer)
Kwalu Atuar,Half Elf,Shadow Sorcerer
Prizenya,Half Orc,Bear Barbarian
Kriv,dragonborn,fighter
Rakshasa,Tiefling,Fighter/Hexblade
Soraya,Tabaxi,Rogue
Yelmvolda of Amarine,Half Orc,Eldrich Knight Fighter
Zahavaur,Reincarnated Dragon,Dragon Sorcerer
Greg,Half Elf,Cleric
Airrek Klapton,Half Elf,Bard
"Eremund ""Aegis"" Thethi",Human,Wizard
Bill Clinton,Human,Barbarian
Felix Featherfoot,Halfling ,Bard
Loderr Stonehammer,Dwarf,Cleric
Marin Anterras Julius D'Aubigny Ching Argentorum,Human,Warlock
Nwarre S. Gritman,Dragonborn,Fighter
Korr Ironfist,Goliath,Barbarian
Sturg,Half-Orc,Fighter
Book,Warforged,Fighter
Defiance Archbold,Human,Warlock
"Hogarth Egon ""HEK"" Kogovich, Jr.",black dragonborn,monk
Elvis,Half-elf,Sorcerer
Kestra Ramsblood,half-elf (but it's a human name),warlock
Florian Eulalia Ulric Konrad Mahalath Ludvig Rosalind Isabel Verdandi,Half-Elf,Warlock
Sorrel,Half-Elf,Wizard
Givralyn,Dwarf,Cleric
Tim Tam,Half Elf,Bard
Stonecock of Orrican,Goliath,Barbarian
Howl,Goblin,Ranger
Phyrry,dark elf,wizard
Mud-Between-Her-Toes,Orc,Paladin
Arinulf Ulfsson,Half-elf,Paladin
Tanith Lerial,half elf,warlock monk
Vaers Tanner,Human,Eldritch Knight
Hollynys Kaeron,Cambion,Druid
Wally Wicker,Lizardfolk,Fighter
Zelliana Ellidan,Elf,Druid
Placeholder Name,Half orc,Bard
Mindartis Rockwell Firebaugh,Half-elf,Warlock
Magedelaine Foxmann,Half-orc,Fighter
"Angelica ""Angie"" Jones",Human,Warlock
Isztli Rethrodan,Yuan-ti,Druid
Obsidian ,Fire Genasi,cleric
Tamron Buckle,Half-elf,Monk
mission vao,halfling,monk
Nera,Human ,Rogue 
Seamus the Shameless,Half Elf,Bard
Willow,Human,Bard
vaellmar,yuan-ti,warlock
Brine,Water Genasi,Druid
Wolfkiller,Goliath,Barbarian
Sanlel,Halfling,Rogue
Ralph,Elf,Wizard
Gaurdain Fireforge,Dwarf,Druid
Princess Esmerelda Fireforge,Halfling,Sorcerer
Sir Cashen Kaching,Human,Fighter
Thaleia Pouple,Half-mermaid,Trickery cleric
Xenaphia,Drow,Bard
The Jester,Goblin,Sorcerer
Picritr,Shardmind,Druid
Zayna Murnig,Gnome,Wizard
Mitlark Greencastler,Human,Paladin
Xune,Drow,Ranger
Krieg,Tiefling,Arcane Trickster
Melody,Half-Elf,Bard
Kirran Relae,Werewolf,Fighter
Ricilan O'Chorster,Human,Paladin/Ranger
Sia,Human,Bard
Keylynn,Human,Bard
Mellistia,Elf,Wizard
Griffin,Halfling,Sorcerer
Vier,Drow,Warlock
Opal,Tabaxi,Bard
Cassiandra Marielle Cadenza,Half-Elf,Wizard
Dani Moonshadow,Elf,Druid
Crota,Dragonborn,Cleric
Vadania Fireforge,Elf,Cleric
Draken,Dragonborn,Paladin
Rolo,Halfling,Rogue
Eryn Nailo,Half-Elf,Ranger
Carelynn Greencatle,Half-Elf,Wizard
Cass,Human,Wizard
Dungon Stoleit ,Dwarf,Rogue
Ruby,Tabaxi,Bard
Tash,Human,Paladin
Merrath Lothoduial,Wood Elf,Way of Shadow Monk
Jebeddo Beren Doublelock,Gnome,Wizard
Arlynn,Human,Ranger
Elric,Melnibonean,Sorcerer
Ross Lotuswood,Elf,Rogue
Evie Rosewood,forest gnome,Warlock
Relic,Warforged,Artificer
Yelhorn,Firbolg,Cleric
Doraz,Half-Orc,Sorcerer
Sigtrygg,Human,Barbarian
William Holderheck,Dwarf,Fighter
Ludomir Dawnbreaker,Human,Paladin
Jabitha,human,cleric
Guinne,human,bard
Durekh,half-orc,paladin
Tradewind,air mephling,sha'ir
Dew,Half orc,Barbarian 
Auska Beiohowler,Shifter,Bard
Eldrath Sinder,human,monk/cleric
Sylthe,Dragonborn,Ranger
Anders Wellby Tosscobble III,Halfling,Gunslinger
Tilian Halstrom,Human,Fighter
Velor Ironeyes,Half-orc,Monk
Zania,Gnome,Paladin
Perardua Adastra,Human,Paladin
Lily Baggins,Halfling,Cleric
Varric,Aasimar,bard
Badger,Human,Cleric
Dag,Dwarf,Cleric
Faith Lleren,Half-elf,Cleric
"Glim ""Shadow"" Garrick",Gnome,Thief
Bael,wood elf,rogue
Loko Yorlinorax,Dragonborn,Sorcerer/Fighter
Zinnia,human,warlock
Oxana,aasimar,cleric
Amalune,drow,oracle
Devon,human,monk
Arishann Kerrhylon,Dragonborn,Fighter
Vecnar Occiser,Tiefling,Rogue/wizard
Faenir,elf,druid
Brelach,Human,Thief
Rinsi Stoneribbon,Halfling,Monk
Peace,Tiefling,Mystic
Vari Tlin'orzza,Drow elf,Warlock
Pilava,Human,Warlock
Bree Merrimeet,Halfling,Rogue
Damokos Silverstride,Tiefling,Cleric
Ivy Allerton,Human,Fighter
Severin Mainard,Half elf,Sorcerer
Zekkar,Tiefling,Paladin (Dual-spec Warlock)
Varg Greyhand,half-orc,bard
Lucky,Tiefling,Wizard
James Edward Raggi IV,human,wizard
Sir Hector the Sheepish,Dragonborn,Paladin
Cousin Throckmorton,Human,Barbarian
Turk Stormcaller,Half-orc,Warlord
Trixie,halfling,bard
Grodan the Lone Wolf,Half-orc,Wizard
Khanza,Half-Elf,Bard
"Vicromano ""Vickie"" Blankenship",human,fighter
Vahfahn Opoley,half-elf,rogue/druid
Celestial Spoons,Tabaxi,Bard
Lucen,Minotaur ,Barbarian
Gwydion,"Elf, High",Druid
Taliver McHendry,Tiefling,Bard
Benian th'Jetts,human,bard
Olive Orddearg,Tiefling ,Cleric 
Zestra T'Sin,Elf,Wizard
Tessa Arasonte,Elf,Ranger
T.J. Maxx,Human,Barbarian
Brian Von Dume,Elf,Bard
Tryst M. Valour,Halfling,Bard
K’Veer,Half Elf,Bard
Greenspear,Elf,Warrior
Viconia Zauval,Drow,Warlock
Gikiiwa Ghiweru,Human,Wizard
Xahla Xiloxia,High Elf,Alchemist
Amara Stargard,Human,Warrior
Callie,Aaracokra,Druid
Krehk,Wood Elf,Druid
Artoris,Human,Dreadnought
Troubled Rest,Human,Oracle
Omareth Baenund,Drow,Sorcerer
Violet Riddle,Tabaxi,Socerer
Cardithas Alton Ryldan Duskvale,Half elf,Paladin
Ivor Durnikson,Human,Cleric
Rori,Tabaxi,Ranger
Bor Utvalde,Human,Cleric
Roland,Cheese,Ambiguous Potato
Arile,Halfling,Cleric
 Benbu Bumblefoot,Halfling,Monk
Geven Roshol,Fire Genasi,Fighter
Harvey Dampbeard,dwarf,cleric
Kent,Human,Paladin
Zagrim,Half-orc,Shaman
Patricia,Elf,Psion
Helel ben Shahar,Elf,Ranger
Pfaff,Gnoll,Paladin
Klein,Lilliputian,Assassin
Clopen,Human,Fighter
Ugazar,Human,Cleric
Jeane the Beguiled,Halfling,Warlock
Bruman,Dwarf,Rogue
Moira,Human,Rogue
Revenge (Rev for short),Tiefling,Cleric
Shanlae the Verile,Dragonborn,Barbarian
Skye Britt,Human,Paladin
Erb,Elf,Druid
Amriel Vassra,Half Elf,Sorcerer
Lillifizz Nyx Timbers,Gnome,Bard
Desdimona (Desi) McElroy,Human,Ranger
Salvation D'Infierno,Tiefling,Paladin
Avelyna Vondredor ,high moon elf,rogue assassin
Will,Human,Wizard
Odo Levesque,Human,Warlock
Teldr Swordtongue,Half-elf,Bard
Fenriel Eshbirith,Dragonborn,Ranger
Zeff Danse,Kenku,Rogue
Dave Fischbach,Human,Sorcerer
Syrrioth Mordwan,Dragonborn,Wizard
Thurn,Goliath,Fighter/Paladin
Sihgard,human,druid
Armenius,Human,Wizard
Garviel Tartare,aasimar,paladin
Heiblow the Lowbrow,Wood Elf,Druid
Trevet Kortebii,Suli-jann,Monk
Nok,Halfling,Cleric
Birch,Half-Elf,Bard
Alder,Weretiger,Paladin
Aspen,Half-Elf,Warlock
Gnollus Gneash,Gnome,Illusionist
Korbromm Irongroin,Dwarf,Fighter
Nalishebo-mutondo,Wakyambi,Healer
Gryrrg,Gnoll ,Ranger
Absa,satyr,fighter
Idlewild South,Human,Rogue 
Beatrice,satyr,rogue
Sul'Haknir,Human,Cleric
Shit,human,fighter
Cassandra,human,ranger
Lormaras,dwarf,cleric
Elorin Wyrmsbane,Dragonborn,Barbarian
Merico Cuernomonte,halfling,bard
Dray Solnegro,Lizardfolk,Sorcerer
Mestaes Kestaer,Elf,Druid
Shizuoka Tamaki,Dragonborn,Bard
Richter,Tiefling,Wizard
Cazador,Tabaxi,Rogue
Misery Tremblay,Human,Rogue
Leanora,Half-elf,Rogue
Susan,Human,Cleric
Yffrei,Human,Sorcerer
Layali al-Nuwayrah an-Nayyir,Djinn,Sorcerer
May Underberry,Halfling,Monk
Cedar Zeraheim,Half-elf,Paladin
Disylgi Amacanfel,dwarf,paladin
Brégevic,asimar,elementalist
Melsae,Half-elf,Warlock
Vashi M'Gura,dragonborn,paladin
Elena,Human,Sorcerer
Dot,Kobold,Druid
Gwenllian Prydydd,elf,bard
Apocryphal,Doppelganger,Warlock
Wright Ihtdown,Human,Bard
Illuthain,Tiefling,Cleric
Ellick,halfling,Artificer
!xas A_i,Human,Rogue
Riptide of the Red Ravine,Tabaxi,Mystic
Dean Roberts,Human,Fighter
Flip,Human,Fighter
Fergie Gilroy-Fife,Gnome,Wizard
Zanderfeld,Gnome,Artificer
Tanith Mang,Human,Rogue
Arviel,Half-elf,Rogue
Kindle,Kender,Ranger
Chaidra,Human,Barbarian
Deva,Dwarf,Barbarian
Zara Ricotta,Human,Paladin
Einrich Willhelm,Human,Warlock
Sydney d’Ormond,Dragonborn,cleric
Lis Catter,Human,Fighter
Dansau,Halfling,Rogue
Deianira,Human,Barbarian
Melaina,Elf,Monk
Lila Finglas,satyr,potion-maker
Thuma,Elf,Monk
Elynia Trias,Halfelf,Magus
Golnoor Gol,Tiefling,Bard
Lex,Tiefling,Gunslinger
Fistula,Half-Orc,Ranger
Julian Montgomery Summerwind,Human,Wizard
Shilliam Wakespeare,Human,Bard
Heather Winterbright,Half-orc,Druid
Deirdre,farishtaa,gunslinger
Debauchery,Tiefling,Bard
Gorstag,Half-elf,Ranger
Tiskkin,Kobold,Alchemist
Himo,Half-elf,Eldritch Knight
Faeleth,Wood elf ,Rogue
Tsalta,Half-elf-half-Goliath ,Ranger
Penitence Valir,Tiefling,Paladin
Oswick,Halfling,Rogue
Frodstrang,Human,Wizard
Screamy,Squid-Man,Bard
Marcus Fatalis,Half-dragon human,Warblade
Alana the Swift,Undyne,Gunslinger
Yu Shu-yin,Human,Monk
Fenneric Gripplesby,gnome,ranger
Behemoth,Dwarf,Ranger
Veshandir Arveilien,Dragon,Sorcerer
Amberly,Half elf,Warlock
Revon,Half-drow,Rogue
Lintilla,human,paladin
Beuringen Apollo Antonio Paravel Apostrophe Bartimaeus Strawhat,Gnome,Monk
Jesra Keyna,Elf,Ranger
Rendraven al'Nevra,Eladrin,Rogue
Rain Silvertrees,Halfling,Monk
Potámi Dane,Human,Wizard
Alinna Sinclaire,dhampir,rogue
J4V6 (Jarvis),Droid,Scout / Noble
Grimmig Von Zauberworter,Tiefling,Warlock
Mann Ür,Dwarf,Warrior
Gwrrha,Orc,Rogue
Halaë,Elf,Wizard/Rogue
Zûkhwlaaey,Half-Orc,Bard
Ularia Ansfara,Tiefling,Bard
Deepens the Night,Drow,Sorcerer
Nikolas Wright,Dwarf,Bard
Tlaujqh_ _lyhteuhcu_mpa,Harpy,Bard
Amusing Owl,Tabaxi,Ranger
Gary,Aaracokra,Fighter
Thyra sheildhammer,Dwarf,Paladin
Fluffy,Dragonborn,Warlord
Jingles,Kenku,Ranger
Shifty McGee,Gnome,Cleric
Wankershim,Gnome,Cavalier
Nordaken Dragonstar ,Human,Fighter
Algernon Spoffington Smythe II,Aasimar,Monk
Corbin Damasca ,Human,Mage
Brannon Brighthammer,Dwarf,Paladin
Clarisa Relvani,Cetan,Ranger
Veshic Blackhand,Human,Rogue
Movo Boz,Half-Orc,Bard
Orik Sporesguard,Dwarf,Druid
Gaige Deerpeople,Tiefling,Bard
Myriani,Elf,Monk
Aerifin Springlake,Wood Elf,Ranger
Jaelryn,Drow,Rogue
Pheona,Aasimar,Warlock
R'Mir,Kobold,Alchemist
Grundle,Half-Orc,Barbarian
Lanseril Snowmantle,elf,druid
Murry Fisk,Halfling,Monk 
Tinuviel Brownclaw,Half Elf,Bard
Gurdis Finknole,Dwarf,Druid
Miranda Parp,Half-elf,Bard
Wilward,Human,Fighter
Theobold,Dwarf,Paladin
Aendriel,Elf,Monk
Probably Nellie,human,bard
Grelik,Orc,Warlock
McSteamy,Gnome,Rogue
Crispin Candyfloss,human,vampire
Squae,Gnome,Monk
Dirk Shakespearemint,elf,wizard
Lucinda Lilly ,Halfling,Rogue
Kirta Rainer,Half Elf,Sorcerer (Sea)
Leyla,Human,Monk (Shadow)
Bree,Human,Fighter
Taako Tako,Elf,Wizard
Magnus Burnsides,Human,Fighter
Aladet,Centaur,Fighter (Cavalier)
Merle Highchurch,Beach Dwarf,Cleric
Kovak,Dwarf,Paladin
Gert,Half-Orc,Bard
Bear,Half Orc,Cleric
Belasiar ,Dragonborn,Paladin
Osric,Dwarf ,Cleric
Quaxif,Gnome,Rogue
Alistair ,Human,Ranger
Sansorial Silverglade,Half-elf,Druid
Squallbreaker Darfellan,Triton,Paladin
Holundiel Holman,Halfling,paladin
Ankara Tenebron,Human,Wizard
Quee,Tortle,Mystic
Aubrey Blackery,Yuan-Ti,Bard
Kraia Woodslough,Halfling,Druid
Rosa Caerulea,Human,Cleric
Kithi,Half-orc,Alchemist
Thograka Faybane,Half-orc,Fighter
Grenal Thar,Half-goblin,Fighter-magic user
Sporting Morningwood,Human,Paladin
Blastok,Half-orc,Necromancer
Dippins,Kender,Thief
Fangar Fireborn,Dwarf,Ranger
Aedan Dragonblade,Half-Elf,Paladin
Goose Wainwright,Human,Gunslinger
Azrill’telan Ka_ak du Khalazza,Dark elf,Bard
Reisa Cobblestump,Halfling,Cleric
Hopskin Thuddleditch,Gnome,Illusionist-Thief
Celia Gray,Elf,Wizard
Guy Flavius,Human,Wizard
Slag,Orc,Barbarian
Balthazar,Gnome,Wizard
Kilmer Wagstaff,Human,Blade
Tom Romper,Halfling,Thief
Wynnefred Bannorn,Human,Cleric
Illoy,Half Elf,Rogue
Havir,Tiefling,Wizard
Oona,Shifter,Ranger
Kourne Goldenbeard,norn,guardian
Cora McTavish,Human,Cavalier
Reed,halfling,sorcerer
Milo,halfling,rogue
sorrow,tiefling,bard
Valiria,Tiefling,Paladin
Valencia Malen,Human,Wizard
Tyrnaali,Fey'ri,Druid
Sylvana,Karsite,Monk
Sugr,Half-orc,Cleric
Kojin Aka,Wood elf,Ranger
Havi,Tiefling,Monk
Balthazar,Tiefling,Rogue
Lorg,Half-elf,Wizard 
Eldin,Half Elf,Bard
Rhekhet Dhzenomia,human,cleric
Zonara,Human,Bard
Faebia,Wood Elf,Druid
Xenobia Heliosantos,paladin,human
Saibia,High Elf,Cleric
Faebia,Wood Elf,Druid
Moa Salazar,Half elf,Cleric
Anathalistae Meliamne,Elf,Druid/Verdant Lord
Cedric Tallstag,Aasimar,Cleric
Myrtle Ahnkaret,human,cleric
Aleaha DeLance,Gnome,Bard
Bagol,Orc/human,Fighter
Iea,tiefling,warlock
Cowbell,Kenku,Bard
Krekos Qirlinath,triton,cleric
Uni Lizardprism,elf,wizard
Sweettooth,goblin,fighter
Bezra Uljarlexi,Lizardfolk,Wizard
Maedron Glaskow,human,ranger
Kerbel Gunnars,halfling,rogue
Jahvrad,High elf,Fighter
Fizgig,Gnome ,Rogue
Breeze,Air genasi,Ranger
Baerheart,Forest Gnome,Ranger
Neria,Half-elf,Warlock
Hurdhur Stoutpike,dwarf (mountain),paladin
Ea,tiefling,barbarian
Theren,Wood elf,Druid
Valasan,Dragonborn,Paladin
Noodlearms,Robot,monk
Marigold Loren,Human,Rogue
Adrie Helder,Half-Elf,Fighter/Cleric
Miz'ri Myrahel,Drow,Artificer
Fortune,Tiefling,Cleric
Syndyrrith Yril'Lysaen,Drow,Warlock
Noria Golemslayer,Human,Warlock
Elodia Brightwood,human,warlock
Fenley la Penne,halfling,cleric
Ariadne,elf,druid
Mysterio Magnifique,human,sorcerer
Garim Gamwort,halfling,rogue
Lighthouse Kid,gnome,sorcerer
Sherm,Dwarf,Fighter
Aengus Grasswalker,mousefolk,cleric
Crush-The-Skulls-Of-Your-Enemies Bloodbone,Half-Orc,Barbarian
Dak Flatblade,Human,fighter
Wren,Human,Druid
Grizzbane,Dwarf,Barbarian
Marlon,Tiefling,Monk
Ayan,Human,Monk Rogue Assassin
Aurum,Dragonborn,Cleric
Delorna Flatblade,human,cleric/wizard
Lafe,Human,Fighter
Glandre,Human,Cleric
Rehani Slipfoote,gnome,bard
Rozena,Halfling,Bard
Carobadanten,half-elf,cleric
Sharvin,Wood Elf,Paladin
Dottie the Decker,half-orc,eldritch knight
Valentina,Half-Elf,Cleric
Doriide,Half-ork,Cleric
Anthropos,Human,Technomancer
Ludwig,Human,Inquisitor
Malk,skulk,cleric
Rowan,Half-Elf,Druid
Elliot Anaer,Half-elf,Sorcerer
Xel'loltath,Tiefling,Monk
Arlo Johnathon Smalls,Tiefling,Bard
Lovey Melemuth,Halfling,Cleric
Telyn McMurrough,Human,Bard
Fernando Astorias,Half-elf,Warlock
Grayson Montcaster,Aasimar,wizard
Naziros Silverglade,dragonborn,druid
Lotan,Human,Monk
Sterling,half-elf,fighter
Castiel,Aasimar,Warlock
Oromis,Elf,Ranger
Bane,Human,Paladin
Orson Sweetleaf,Halfling,Bard
Kheldarn,Half-Elf,Fighter/Cleric
Badiri Maktar,Half Orc,Cleric
Tordek Strongarm,Dwarf,Paladin
Linu Lomivazi,Half-orc,Fighter
Zelgius,Fallen Aasimar,Paladin
Father Hamish,Gnome,Cleric
Krutz,Orc,Rogue
Alvyn,Wood Elf,Rogue
Rob Tanner,Half Elf,Sorcerer
Sagard,Human,Barbarian
Saris Everblink,half elf,ranger
Malevolent,Teifling,Bard
Bluebeard,gnome,illusionist
